Animal ID,Name,DateTime,MonthYear,Found Location,Intake Type,Intake Condition,Animal Type,Sex upon Intake,Age upon Intake,Breed,Color
A770464,Frederick,01/19/2020 01:56:00 PM,01/19/2020 01:56:00 PM,Travis (TX),Owner Surrender,Normal,Dog,Neutered Male,3 years,Miniature Poodle/Miniature Schnauzer,White
A809502,*Condor,11/25/2019 03:33:00 PM,11/25/2019 03:33:00 PM,Volente Beach in Travis (TX),Stray,Normal,Dog,Intact Male,1 year,Great Dane,Black/White
A683157,,07/07/2014 06:52:00 PM,07/07/2014 06:52:00 PM,420 W Slaughter in Austin (TX),Stray,Normal,Cat,Intact Female,1 year,Domestic Longhair Mix,Black Smoke
A741897,Loli,01/11/2017 12:42:00 PM,01/11/2017 12:42:00 PM,S Congress Ave & Foremost Dr in Austin (TX),Stray,Sick,Dog,Spayed Female,10 years,Pug Mix,Fawn
A773835,*Puff,06/06/2018 11:00:00 AM,06/06/2018 11:00:00 AM,3112 East 12Th in Austin (TX),Stray,Normal,Cat,Intact Male,3 weeks,Domestic Medium Hair Mix,Blue/White
A697391,Muffin,02/23/2015 11:52:00 AM,02/23/2015 11:52:00 AM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,2 years,Cardigan Welsh Corgi/Chihuahua Shorthair,Brown/White
A679643,Snazz,11/03/2014 11:39:00 AM,11/03/2014 11:39:00 AM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,2 years,Cairn Terrier Mix,Tan
A788508,Chien Po,02/03/2019 06:22:00 PM,02/03/2019 06:22:00 PM,Harris Ridge Dog Park in Travis (TX),Stray,Normal,Dog,Intact Male,11 years,Shih Tzu Mix,Brown/White
A662525,Lilly,02/09/2014 02:56:00 PM,02/09/2014 02:56:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,10 months,Domestic Shorthair Mix,Torbie
A671553,Emo,01/27/2014 10:33:00 AM,01/27/2014 10:33:00 AM,9100 Nuckols Crossing Rd in Austin (TX),Public Assist,Normal,Dog,Neutered Male,4 years,Flat Coat Retriever Mix,Black
A818419,Jack,06/08/2020 03:08:00 PM,06/08/2020 03:08:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,2 years,Labrador Retriever/German Shepherd,Black
A793929,,05/01/2019 10:00:00 PM,05/01/2019 10:00:00 PM,11129 Seay St in Austin (TX),Stray,Nursing,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Brown Tabby
A708953,,08/03/2015 11:22:00 AM,08/03/2015 11:22:00 AM,3119 Chisholm Trl in Austin (TX),Stray,Normal,Cat,Unknown,6 months,Domestic Shorthair Mix,Brown Tabby/White
A726283,*Niles,05/09/2016 11:52:00 AM,05/09/2016 11:52:00 AM,4522 Felicity Ln in Austin (TX),Stray,Nursing,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Black/White
A727577,*Marmalade,05/23/2016 01:13:00 PM,05/23/2016 01:13:00 PM,3002 Ellon Dr in Del Valle (TX),Stray,Normal,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Orange Tabby
A811677,,01/07/2020 03:36:00 PM,01/07/2020 03:36:00 PM,2953 Bridekirk Drive in Round Rock (TX),Stray,Normal,Dog,Intact Male,3 years,Maltese/Miniature Poodle,White/Black
A800898,Chile Pepper,07/28/2019 02:57:00 PM,07/28/2019 02:57:00 PM,2308 Tamarisk Circle in Austin (TX),Stray,Normal,Dog,Intact Female,13 years,Chihuahua Shorthair,White/Tan
A774467,Harp,06/15/2018 07:10:00 PM,06/15/2018 07:10:00 PM,2425 East Riverside Drive in Austin (TX),Stray,Normal,Dog,Intact Male,1 month,Mastiff Mix,Brown/White
A728889,,06/10/2016 10:41:00 AM,06/10/2016 10:41:00 AM,2509 E 9Th St in Austin (TX),Wildlife,Injured,Other,Unknown,2 years,Opossum Mix,Gray
A783950,Lola,11/09/2018 11:31:00 AM,11/09/2018 11:31:00 AM,8416 Sassman in Travis (TX),Stray,Normal,Dog,Intact Female,5 years,Staffordshire Mix,Tan/White
A716168,*Atlas,11/15/2015 05:09:00 PM,11/15/2015 05:09:00 PM,4404 E Oltorf in Austin (TX),Stray,Normal,Dog,Neutered Male,7 months,Pharaoh Hound Mix,Yellow/White
A687894,Lina,10/27/2014 11:45:00 AM,10/27/2014 11:45:00 AM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,2 years,Australian Kelpie/Blue Lacy,Blue
A777100,*Barnaby,07/23/2018 02:19:00 PM,07/23/2018 02:19:00 PM,8900 N Ih 35 Service Road in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Bruss Griffon Mix,White/Black
A664761,,10/08/2013 05:10:00 PM,10/08/2013 05:10:00 PM,6504 S 1St St Unit 103 in Austin (TX),Stray,Normal,Cat,Intact Female,1 year,Domestic Shorthair Mix,Brown Tabby/White
A710732,*Tilly,08/26/2015 07:04:00 PM,08/26/2015 07:04:00 PM,1912 E William Cannon Dr in Austin (TX),Stray,Normal,Dog,Spayed Female,10 years,Boxer/English Bulldog,Brown Brindle/White
A718769,Buddy,03/01/2016 11:38:00 AM,03/01/2016 11:38:00 AM,5500 Manor Rd in Austin (TX),Stray,Normal,Dog,Neutered Male,4 years,Doberman Pinsch Mix,Buff
A706021,Willie,06/23/2015 04:46:00 PM,06/23/2015 04:46:00 PM,3414 Lynridge Dr in Austin (TX),Stray,Normal,Cat,Intact Male,2 weeks,Siamese Mix,Lilac Point
A806055,,10/05/2019 11:49:00 AM,10/05/2019 11:49:00 AM,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Brown Tabby
A748811,,06/11/2018 06:49:00 PM,06/11/2018 06:49:00 PM,3105 S Ih 35 in Austin (TX),Stray,Injured,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Torbie
A683347,,07/09/2014 01:59:00 PM,07/09/2014 01:59:00 PM,51St And Manor in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Dachshund Longhair Mix,Black/Brown
A697781,,02/28/2015 12:03:00 PM,02/28/2015 12:03:00 PM,1011 Fauntleroy Trail in Austin (TX),Stray,Normal,Cat,Intact Female,1 year,Domestic Shorthair Mix,Black
A719533,Finley,08/22/2016 11:52:00 AM,08/22/2016 11:52:00 AM,8000 Colony Loop Dr in Austin (TX),Stray,Normal,Dog,Neutered Male,1 year,Black Mouth Cur Mix,Brown
A730813,*Amaretto,07/11/2016 09:17:00 AM,07/11/2016 09:17:00 AM,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,3 months,Domestic Shorthair Mix,Black/White
A770579,*Bun 3,04/22/2018 10:44:00 AM,04/22/2018 10:44:00 AM,Austin (TX),Owner Surrender,Normal,Other,Unknown,0 years,Rabbit Sh Mix,Black
A823954,Dr. Mccoy,10/02/2020 12:44:00 PM,10/02/2020 12:44:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,1 year,Domestic Medium Hair,Black
A674511,Lady,04/30/2014 04:15:00 PM,04/30/2014 04:15:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,2 years,Siberian Husky,Gray/White
A700027,,04/06/2015 03:22:00 PM,04/06/2015 03:22:00 PM,E St Elmo Rd And Freidrich Ln in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Pit Bull Mix,Brown/White
A731452,Kevin,07/22/2016 01:03:00 PM,07/22/2016 01:03:00 PM,Schmidt Ln And Anderson Rd in Manor (TX),Stray,Normal,Dog,Intact Male,2 years,Labrador Retriever Mix,Tan
A742642,,01/25/2017 01:47:00 PM,01/25/2017 01:47:00 PM,Misty Slope in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Pug Mix,Tan
A714755,*Lolly,10/27/2015 02:33:00 PM,10/27/2015 02:33:00 PM,4358 S Congress Ave in Austin (TX),Stray,Normal,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Blue/White
A730987,Moe,07/14/2016 12:24:00 PM,07/14/2016 12:24:00 PM,2710 Parker Ln in Austin (TX),Stray,Normal,Cat,Neutered Male,7 years,Domestic Shorthair Mix,Brown Tabby
A754713,,07/23/2017 02:30:00 PM,07/23/2017 02:30:00 PM,903 Wayside Dr in Austin (TX),Wildlife,Injured,Other,Unknown,1 year,Raccoon,Gray/Black
A676642,J.B.,04/13/2014 08:15:00 AM,04/13/2014 08:15:00 AM,4434 Frontier Blvd in Austin (TX),Stray,Normal,Dog,Neutered Male,9 years,Golden Retriever Mix,Gold
A816321,Barley,04/14/2020 10:42:00 AM,04/14/2020 10:42:00 AM,16900 Bridgefarmer Boulevard in Travis (TX),Stray,Sick,Dog,Intact Male,4 years,Cairn Terrier Mix,Brown/Black
A783780,Damca,11/06/2018 11:26:00 AM,11/06/2018 11:26:00 AM,8515 South Ih 35 in Austin (TX),Stray,Normal,Cat,Spayed Female,8 months,Domestic Shorthair Mix,Torbie
A804712,,09/17/2019 06:44:00 PM,09/17/2019 06:44:00 PM,5911 Sunshine Drive in Austin (TX),Stray,Normal,Cat,Neutered Male,1 year,Domestic Shorthair,Black/White
A715560,Nola,11/06/2015 12:47:00 AM,11/06/2015 12:47:00 AM,Teri Rd & Nuckles Crossing in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Labrador Retriever Mix,White
A790276,Lucky,03/07/2019 01:56:00 PM,03/07/2019 01:56:00 PM,7 Street in Austin (TX),Stray,Injured,Cat,Intact Male,2 years,Siamese Mix,Flame Point
A746148,Craig,01/13/2018 01:00:00 PM,01/13/2018 01:00:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,4 years,Jack Russell Terrier Mix,White/Black
A794049,*Fluffer Nutter,05/03/2019 12:46:00 PM,05/03/2019 12:46:00 PM,4102 Reynosa Drive in Austin (TX),Stray,Nursing,Cat,Intact Female,1 day,Domestic Shorthair Mix,White/Black
A684225,Gino,07/21/2014 10:39:00 AM,07/21/2014 10:39:00 AM,6518 Pevensy Dr in Austin (TX),Stray,Normal,Dog,Intact Male,5 months,Dachshund Wirehair/Chihuahua Shorthair,Tan/White
A765574,*Danny,01/22/2018 06:57:00 PM,01/22/2018 06:57:00 PM,2103 Cervin in Austin (TX),Stray,Normal,Cat,Neutered Male,4 years,Domestic Shorthair Mix,Orange Tabby/White
A677821,,03/29/2014 01:08:00 PM,03/29/2014 01:08:00 PM,12032 Lincolnshire Dr in Austin (TX),Stray,Normal,Other,Unknown,0 years,Rabbit Sh Mix,Black/White
A785815,Perla,12/10/2018 02:11:00 PM,12/10/2018 02:11:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,1 year,Pug/Beagle,Tan/White
A812371,Blessing,01/21/2020 01:38:00 PM,01/21/2020 01:38:00 PM,183 And 969 in Austin (TX),Stray,Normal,Dog,Spayed Female,8 years,Labrador Retriever/German Shepherd,Brown
A735597,,09/26/2016 11:26:00 AM,09/26/2016 11:26:00 AM,8909 Burnet Rd in Austin (TX),Wildlife,Sick,Other,Unknown,2 years,Raccoon,Gray/Black
A668220,Baby Girl,11/30/2013 12:58:00 PM,11/30/2013 12:58:00 PM,1143 D Berger in Austin (TX),Stray,Normal,Dog,Intact Female,9 months,Plott Hound Mix,Brown Brindle/White
A702372,Tank,05/12/2015 05:08:00 PM,05/12/2015 05:08:00 PM,14905 Mossycup Ln in Austin (TX),Stray,Normal,Dog,Neutered Male,1 year,Pit Bull Mix,White/Blue
A760600,*Bianca,10/20/2017 03:47:00 PM,10/20/2017 03:47:00 PM,9600 Chukar Circle in Austin (TX),Stray,Normal,Cat,Spayed Female,6 months,Domestic Shorthair Mix,Black
A818691,*Kieran,06/12/2020 04:26:00 PM,06/12/2020 04:26:00 PM,2101 Burton Drive in Austin (TX),Owner Surrender,Normal,Cat,Intact Male,1 year,Domestic Shorthair,Orange Tabby
A809931,Chato,12/04/2019 11:30:00 AM,12/04/2019 11:30:00 AM,7204 Eganhill Road in Austin (TX),Stray,Normal,Dog,Intact Male,4 years,Staffordshire,Blue/White
A703504,,05/25/2015 02:21:00 PM,05/25/2015 02:21:00 PM,124 W Anderson Ln in Austin (TX),Owner Surrender,Injured,Dog,Intact Female,2 years,Pit Bull Mix,Brown/White
A751825,*Marcus,06/13/2017 02:50:00 PM,06/13/2017 02:50:00 PM,4708 Brassiewood in Austin (TX),Owner Surrender,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Orange Tabby
A736755,*Pablo,10/16/2016 03:51:00 PM,10/16/2016 03:51:00 PM,208 Dry Creek Rd in Travis (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Orange Tabby/White
A711760,Jupiter,09/11/2015 07:36:00 PM,09/11/2015 07:36:00 PM,14815 Johnson Road Trl in Travis (TX),Stray,Normal,Dog,Intact Male,9 months,Australian Cattle Dog Mix,White/Black
A807523,Richard,10/25/2019 05:18:00 PM,10/25/2019 05:18:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,3 years,Pit Bull,Black/White
A748050,Lulu,04/28/2017 12:35:00 PM,04/28/2017 12:35:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,2 years,Domestic Shorthair Mix,Brown Tabby/White
A815310,,03/13/2020 04:58:00 PM,03/13/2020 04:58:00 PM,6702 Galindo Street in Austin (TX),Stray,Normal,Dog,Intact Male,2 months,Maltese,White/Brown
A758955,,09/24/2017 01:27:00 PM,09/24/2017 01:27:00 PM,125 Comanche Drive in Point Venture (TX),Stray,Normal,Cat,Intact Male,2 months,Domestic Shorthair Mix,Black
A735995,,10/02/2016 04:16:00 PM,10/02/2016 04:16:00 PM,1403 Justin Lane in Austin (TX),Stray,Normal,Cat,Unknown,6 days,Domestic Medium Hair Mix,Black/White
A787873,Baby,09/20/2018 11:35:00 AM,09/20/2018 11:35:00 AM,9201 Circuit Of The Americas Boulevard in Austin (TX),Stray,Normal,Dog,Spayed Female,1 year,German Shepherd/Alaskan Husky,White
A747836,,04/25/2017 02:08:00 PM,04/25/2017 02:08:00 PM,2329 Bitter Creek Dr in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Orange Tabby
A775262,Taylor,06/27/2018 11:18:00 AM,06/27/2018 11:18:00 AM,Wild Senna Drive West And Heatherwild Boulevard South in Pflugerville (TX),Stray,Normal,Dog,Intact Female,2 years,German Shepherd Mix,Tan/Black
A734729,,09/11/2016 06:36:00 PM,09/11/2016 06:36:00 PM,1156 W Cesar Chavez in Austin (TX),Stray,Sick,Cat,Unknown,3 weeks,Domestic Shorthair Mix,Black
A672392,*Bubba,02/09/2014 11:19:00 AM,02/09/2014 11:19:00 AM,15803 Pearce Ln in Del Valle (TX),Stray,Normal,Cat,Intact Male,2 years,Domestic Shorthair Mix,Blue Tabby/White
A628792,Chloe,09/28/2015 01:13:00 PM,09/28/2015 01:13:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,3 years,Domestic Shorthair Mix,Blue Tabby
A789520,,02/23/2019 10:29:00 AM,02/23/2019 10:29:00 AM,1401 Rundberg Ln in Austin (TX),Wildlife,Sick,Other,Unknown,2 years,Raccoon Mix,Gray/Black
A770273,Sheera,04/17/2018 01:01:00 PM,04/17/2018 01:01:00 PM,Auckland in Austin (TX),Public Assist,Normal,Dog,Intact Female,8 years,Australian Shepherd Mix,Tricolor
A764117,Rambo,12/22/2017 11:28:00 AM,12/22/2017 11:28:00 AM,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,2 years,Boxer Mix,Brown/Black
A746493,Tigger,04/04/2017 02:56:00 AM,04/04/2017 02:56:00 AM,6011 Jfk Dr in Travis (TX),Public Assist,Normal,Dog,Intact Male,1 year,Pit Bull Mix,Brown Brindle/White
A787192,Matilda,01/09/2019 01:06:00 PM,01/09/2019 01:06:00 PM,5313 Gooding Drive in Austin (TX),Stray,Normal,Cat,Intact Female,1 year,Domestic Shorthair Mix,Calico
A805393,,09/26/2019 12:32:00 PM,09/26/2019 12:32:00 PM,979 Springdale Road in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair,Brown Tabby
A719608,*Charlie,01/23/2016 01:56:00 PM,01/23/2016 01:56:00 PM,Rundberg Ln And I-35 in Austin (TX),Stray,Normal,Dog,Intact Male,4 years,German Shepherd/Australian Shepherd,Black/Brown
A800556,,07/23/2019 07:20:00 AM,07/23/2019 07:20:00 AM,4434 Frontier Trail in Austin (TX),Stray,Injured,Cat,Intact Female,1 year,Domestic Shorthair,Tortie
A691324,Dante,11/04/2014 03:11:00 PM,11/04/2014 03:11:00 PM,12166 Metric Blvd in Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,14 years,Labrador Retriever Mix,Black/White
A720529,Estrella,02/11/2016 12:34:00 PM,02/11/2016 12:34:00 PM,Hog Eye Rd And Imperial Dr in Austin (TX),Stray,Normal,Dog,Intact Female,10 months,Great Pyrenees Mix,Cream/White
A694531,,12/30/2014 11:28:00 AM,12/30/2014 11:28:00 AM,Dixie Ln And Conti Ct in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,German Shepherd/Siberian Husky,Sable
A552326,Rascal,01/17/2014 02:10:00 PM,01/17/2014 02:10:00 PM,5413 Tipton in Austin (TX),Public Assist,Normal,Dog,Neutered Male,6 years,Pit Bull Mix,Black/White
A743209,Dalia,02/06/2017 10:06:00 AM,02/06/2017 10:06:00 AM,Round Rock (TX),Owner Surrender,Normal,Dog,Spayed Female,2 years,Boxer/Pit Bull,Tan/White
A797739,*Instagram,06/17/2019 01:02:00 PM,06/17/2019 01:02:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Brown Tabby/White
A687267,Poochie,09/02/2014 04:00:00 PM,09/02/2014 04:00:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,3 years,Chihuahua Shorthair Mix,Tan/White
A760644,Katie,10/21/2017 05:44:00 PM,10/21/2017 05:44:00 PM,Brodie Lane And Slaughter Lane in Austin (TX),Stray,Normal,Dog,Intact Female,2 months,Labrador Retriever Mix,Tan/Tan
A757023,,08/29/2017 09:39:00 AM,08/29/2017 09:39:00 AM,Howard And Dessau in Pflugerville (TX),Stray,Normal,Dog,Neutered Male,2 years,Pit Bull Mix,Black/White
A712641,Lolita,01/10/2016 03:05:00 PM,01/10/2016 03:05:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,Brown/White
A725868,*Thyme,05/03/2016 03:11:00 PM,05/03/2016 03:11:00 PM,8071 North Lamar in Austin (TX),Stray,Normal,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Black
A683507,,07/11/2014 12:51:00 PM,07/11/2014 12:51:00 PM,Parmer And Lamplight in Austin (TX),Stray,Normal,Dog,Intact Female,3 years,Cairn Terrier Mix,Buff
A758312,Blk Chi,09/17/2017 11:24:00 AM,09/17/2017 11:24:00 AM,Austin (TX),Public Assist,Normal,Dog,Intact Male,2 years,Chihuahua Shorthair Mix,Black/Tan
A783728,*Diane,11/05/2018 11:28:00 AM,11/05/2018 11:28:00 AM,2108 Charlotte Estates Drive in Austin (TX),Stray,Normal,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Torbie
A686016,,08/15/2014 05:26:00 PM,08/15/2014 05:26:00 PM,Fm 973 & Fm 969 in Austin (TX),Stray,Normal,Dog,Intact Female,1 month,Labrador Retriever/Pointer,Black
A412697,Jackie,01/03/2016 04:25:00 PM,01/03/2016 04:25:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,10 years,Parson Russell Terrier Mix,White/Brown
A725207,,04/26/2016 05:42:00 PM,04/26/2016 05:42:00 PM,6900 Brodie Ln in Austin (TX),Stray,Normal,Cat,Unknown,3 days,Domestic Shorthair Mix,Orange Tabby
A685714,,08/11/2014 04:06:00 PM,08/11/2014 04:06:00 PM,3409 Esperanza Crossing Suite P100 in Austin (TX),Wildlife,Normal,Other,Unknown,5 months,Bat Mix,Brown
A701336,,04/27/2015 10:40:00 PM,04/27/2015 10:40:00 PM,Dittmar& S. 1St in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Cairn Terrier Mix,Tan/Brown
A809548,,11/26/2019 02:06:00 PM,11/26/2019 02:06:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,2 months,Snowshoe,Cream/Brown
A792895,Trout,04/16/2019 06:35:00 PM,04/16/2019 06:35:00 PM,Emancipet in Austin (TX),Public Assist,Normal,Cat,Neutered Male,6 months,American Shorthair Mix,Orange Tabby
A802166,,08/15/2019 03:19:00 PM,08/15/2019 03:19:00 PM,1307 West Oltorf Street in Austin (TX),Stray,Normal,Dog,Intact Female,2 months,German Shepherd,Black/Tan
A746037,,03/28/2017 11:49:00 AM,03/28/2017 11:49:00 AM,1221 W Ben White in Austin (TX),Stray,Normal,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Blue Tabby
A735951,,10/01/2016 04:36:00 PM,10/01/2016 04:36:00 PM,5000 Park At Woodlands Drive in Austin (TX),Stray,Normal,Dog,Intact Male,1 month,Dachshund Mix,Black/Tan
A735278,,09/21/2016 05:11:00 PM,09/21/2016 05:11:00 PM,11900 Oak Trl in Austin (TX),Stray,Injured,Cat,Intact Male,9 years,Domestic Shorthair Mix,Black
A681123,Goofy,06/13/2014 12:14:00 AM,06/13/2014 12:14:00 AM,4106 N Lamar Blvd in Austin (TX),Stray,Injured,Dog,Intact Male,3 years,Chihuahua Shorthair Mix,Tan
A796674,Tahoe,06/04/2019 10:36:00 AM,06/04/2019 10:36:00 AM,Austin (TX),Public Assist,Normal,Dog,Neutered Male,7 years,Australian Shepherd,Black/Tricolor
A697252,Big Mac,02/20/2015 02:00:00 PM,02/20/2015 02:00:00 PM,8652 Nuckols Crossing Rd in Austin (TX),Stray,Normal,Dog,Neutered Male,1 year,Miniature Poodle Mix,White
A687766,,09/09/2014 05:20:00 PM,09/09/2014 05:20:00 PM,Austin (TX),Stray,Normal,Cat,Intact Female,1 week,Domestic Shorthair Mix,Calico
A527951,Lily,05/27/2017 12:57:00 PM,05/27/2017 12:57:00 PM,W Stassney Ln & Emerald Forest Dr in Austin (TX),Stray,Normal,Dog,Spayed Female,9 years,Pit Bull,Brown Brindle/White
A773761,,06/05/2018 11:39:00 AM,06/05/2018 11:39:00 AM,12349 Metric Boulevard in Austin (TX),Stray,Normal,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Black
A664058,Ace,03/29/2016 05:03:00 PM,03/29/2016 05:03:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,3 years,Labrador Retriever/Pit Bull,Black/White
A758925,,09/24/2017 11:10:00 AM,09/24/2017 11:10:00 AM,North Lamar And Masterson in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Border Collie Mix,White/Black
A765897,*Praline,01/29/2018 03:04:00 PM,01/29/2018 03:04:00 PM,West Parmer Lane And Anderson Mill Road in Austin (TX),Stray,Normal,Cat,Intact Female,1 year,Domestic Shorthair Mix,Calico
A819063,*Boysenberry,06/21/2020 03:32:00 PM,06/21/2020 03:32:00 PM,12506 Twin Creek Rd in Travis (TX),Stray,Normal,Dog,Neutered Male,2 years,Pit Bull,White/Black
A797657,Charlie,06/16/2019 12:05:00 PM,06/16/2019 12:05:00 PM,21601 Crossover in Leander (TX),Stray,Normal,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Black/White
A795943,*Fred,05/26/2019 02:38:00 PM,05/26/2019 02:38:00 PM,9701 Avion Cove in Travis (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Orange Tabby/White
A761785,Levi,11/09/2017 01:45:00 PM,11/09/2017 01:45:00 PM,Arboretum Boulevard in Austin (TX),Stray,Normal,Cat,Neutered Male,2 years,American Shorthair Mix,Black Tabby/Gray
A811313,,12/31/2019 11:17:00 PM,12/31/2019 11:17:00 PM,2100 Rabb in Austin (TX),Stray,Normal,Other,Unknown,1 year,Ferret,Black/White
A762982,,11/30/2017 06:49:00 PM,11/30/2017 06:49:00 PM,8213 Sam Rayburn in Austin (TX),Stray,Normal,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Black
A718419,Midnight,12/29/2015 03:41:00 PM,12/29/2015 03:41:00 PM,Pflugerville (TX),Owner Surrender,Normal,Cat,Intact Female,2 years,Domestic Shorthair Mix,Black
A698940,,03/20/2015 11:02:00 AM,03/20/2015 11:02:00 AM,5300 Thornwood Dr in Austin (TX),Stray,Normal,Cat,Intact Male,2 years,Domestic Shorthair Mix,Brown Tabby/White
A762472,Bambi,11/21/2017 09:42:00 AM,11/21/2017 09:42:00 AM,4900 Barkbridge Trl in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Cavalier Span/Chihuahua Shorthair,Red/White
A777112,Mia,07/23/2018 04:06:00 PM,07/23/2018 04:06:00 PM,Convict Hill in Austin (TX),Stray,Normal,Dog,Intact Female,3 years,Shih Tzu,White/Black
A799638,Blaise,07/11/2019 12:04:00 PM,07/11/2019 12:04:00 PM,Austin (TX),Public Assist,Normal,Dog,Intact Male,7 months,French Bulldog,Brown Brindle/White
A747983,Penny,04/27/2017 04:22:00 PM,04/27/2017 04:22:00 PM,6600 Elm Creek Dr in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Blue/White
A738551,*Bethany,11/17/2016 01:10:00 PM,11/17/2016 01:10:00 PM,1309 Deloney in Austin (TX),Stray,Normal,Cat,Intact Female,1 year,Domestic Shorthair Mix,Lynx Point/White
A675053,Peanut,03/22/2014 11:44:00 AM,03/22/2014 11:44:00 AM,7201 Levander Loop in Austin (TX),Stray,Normal,Dog,Intact Male,3 months,Labrador Retriever Mix,Tan
A736200,Maggie,10/06/2016 02:39:00 PM,10/06/2016 02:39:00 PM,Dove Springs Dr And Flicker Ln in Austin (TX),Stray,Sick,Dog,Intact Female,1 month,Labrador Retriever Mix,White
A669667,,12/24/2013 03:13:00 PM,12/24/2013 03:13:00 PM,Austin (TX),Euthanasia Request,Sick,Dog,Intact Female,2 years,Australian Cattle Dog Mix,White/Black
A697342,*Cooper,02/21/2015 05:02:00 PM,02/21/2015 05:02:00 PM,1505 Cherylyn Drive in Austin (TX),Stray,Normal,Dog,Intact Male,10 months,Labrador Retriever Mix,Yellow
A774595,,06/17/2018 06:44:00 PM,06/17/2018 06:44:00 PM,2420 Sully Creek in Austin (TX),Wildlife,Normal,Other,Unknown,1 year,Bat Mix,Red
A681252,London,07/22/2017 11:17:00 AM,07/22/2017 11:17:00 AM,Austin (TX),Stray,Normal,Dog,Spayed Female,4 years,Siberian Husky Mix,Gray/White
A665605,,10/20/2013 11:14:00 AM,10/20/2013 11:14:00 AM,Slaughter And Manchaca in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Chihuahua Shorthair Mix,Red/White
A745407,,03/17/2017 12:32:00 PM,03/17/2017 12:32:00 PM,11719 Schriber Rd in Travis (TX),Stray,Normal,Dog,Intact Female,4 weeks,Labrador Retriever Mix,Brown/Black
A744471,Jeffrey,03/01/2017 04:34:00 PM,03/01/2017 04:34:00 PM,6812 S Congress in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Dachshund Mix,Brown
A786823,Huckleberry,01/02/2019 02:51:00 PM,01/02/2019 02:51:00 PM,S319 South Lamar Boulevard in Austin (TX),Stray,Normal,Dog,Intact Male,3 years,Miniature Schnauzer/Australian Cattle Dog,Tricolor/White
A748705,Peanut,05/05/2017 02:50:00 PM,05/05/2017 02:50:00 PM,Austin (TX),Stray,Normal,Dog,Neutered Male,3 years,Chihuahua Longhair Mix,Chocolate/Tan
A798401,,06/25/2019 02:13:00 PM,06/25/2019 02:13:00 PM,1630 Rutland Drive in Austin (TX),Stray,Normal,Cat,Intact Female,8 months,Domestic Shorthair,Black
